S.No,DSA Topic,LeetCode ID,Title,Difficulty,URL,Acceptance %,Max Frequency %,Companies Asking,# Companies,Status,Attempts,Date Completed,Time Taken (mins),Confidence (1-5),Needs Revision,Notes
815,Strings,301,Remove Invalid Parentheses,Hard,https://leetcode.com/problems/remove-invalid-parentheses,49.8%,50.0%,Amazon | Google | Meta | Microsoft | Rubrik | TikTok,6,Not Done,0,,,,No,
816,Strings,65,Valid Number,Hard,https://leetcode.com/problems/valid-number,22.6%,62.5%,Amazon | Google | LinkedIn | Meta | Microsoft,5,Not Done,0,,,,No,
817,Strings,564,Find the Closest Palindrome,Hard,https://leetcode.com/problems/find-the-closest-palindrome,31.8%,87.5%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
818,Strings,30,Substring with Concatenation of All Words,Hard,https://leetcode.com/problems/substring-with-concatenation-of-all-words,34.0%,37.5%,Amazon | Apple | Google | Meta | Microsoft,5,Not Done,0,,,,No,
819,Strings,726,Number of Atoms,Hard,https://leetcode.com/problems/number-of-atoms,65.1%,37.5%,Amazon | Flipkart | Google | Microsoft | TikTok,5,Not Done,0,,,,No,
820,Strings,761,Special Binary String,Hard,https://leetcode.com/problems/special-binary-string,75.7%,100.0%,Amazon | Google | Microsoft | Nvidia | Rubrik,5,Not Done,0,,,,No,
821,Strings,1392,Longest Happy Prefix,Hard,https://leetcode.com/problems/longest-happy-prefix,51.6%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
822,Strings,3333,Find the Original Typed String II,Hard,https://leetcode.com/problems/find-the-original-typed-string-ii,45.6%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
823,Strings,158,Read N Characters Given read4 II - Call Multiple Times,Hard,https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times,43.2%,25.0%,Apple | Google | Meta,3,Not Done,0,,,,No,
824,Strings,1032,Stream of Characters,Hard,https://leetcode.com/problems/stream-of-characters,51.9%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
825,Strings,1531,String Compression II,Hard,https://leetcode.com/problems/string-compression-ii,52.2%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
826,Strings,3405,Count the Number of Arrays with K Matching Adjacent Elements,Hard,https://leetcode.com/problems/count-the-number-of-arrays-with-k-matching-adjacent-elements,58.4%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
827,Strings,2977,Minimum Cost to Convert String II,Hard,https://leetcode.com/problems/minimum-cost-to-convert-string-ii,59.7%,62.5%,Amazon | Atlassian | Google,3,Not Done,0,,,,No,
828,Strings,678,Valid Parenthesis String,Medium,https://leetcode.com/problems/valid-parenthesis-string,39.8%,62.5%,Amazon | Apple | Google | LinkedIn | Meta | Microsoft | Palo Alto Networks | Salesforce | TikTok | Uber,10,Not Done,0,,,,No,
829,Strings,8,String to Integer (atoi),Medium,https://leetcode.com/problems/string-to-integer-atoi,20.6%,62.5%,Amazon | Apple | Databricks | Google | Meta | Microsoft | Netflix | Nvidia | Uber,9,Not Done,0,,,,No,
830,Strings,151,Reverse Words in a String,Medium,https://leetcode.com/problems/reverse-words-in-a-string,55.5%,75.0%,Amazon | Apple | Google | LinkedIn | Meta | Microsoft | Nvidia | TikTok,8,Not Done,0,,,,No,
831,Strings,6,Zigzag Conversion,Medium,https://leetcode.com/problems/zigzag-conversion,53.5%,62.5%,Amazon | Apple | Google | Meta | Microsoft | Salesforce | ServiceNow,7,Not Done,0,,,,No,
832,Strings,468,Validate IP Address,Medium,https://leetcode.com/problems/validate-ip-address,28.2%,37.5%,Amazon | Apple | Google | Meta | Microsoft | Nvidia | TikTok,7,Not Done,0,,,,No,
833,Strings,271,Encode and Decode Strings,Medium,https://leetcode.com/problems/encode-and-decode-strings,51.2%,87.5%,Amazon | CrowdStrike | Google | Meta | Microsoft | TikTok,6,Not Done,0,,,,No,
834,Strings,791,Custom Sort String,Medium,https://leetcode.com/problems/custom-sort-string,72.3%,75.0%,Amazon | Apple | Google | Meta | Microsoft | Uber,6,Not Done,0,,,,No,
835,Strings,686,Repeated String Match,Medium,https://leetcode.com/problems/repeated-string-match,38.3%,37.5%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
836,Strings,165,Compare Version Numbers,Medium,https://leetcode.com/problems/compare-version-numbers,46.1%,62.5%,Amazon | Apple | Google | Microsoft | TikTok,5,Not Done,0,,,,No,
837,Strings,539,Minimum Time Difference,Medium,https://leetcode.com/problems/minimum-time-difference,62.5%,37.5%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
838,Strings,1963,Minimum Number of Swaps to Make the String Balanced,Medium,https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-string-balanced,78.1%,62.5%,Amazon | Google | Meta | Microsoft | ServiceNow,5,Not Done,0,,,,No,
839,Strings,3163,String Compression III,Medium,https://leetcode.com/problems/string-compression-iii,67.0%,25.0%,Amazon | Apple | Google | Meta | Microsoft,5,Not Done,0,,,,No,
840,Strings,609,Find Duplicate File in System,Medium,https://leetcode.com/problems/find-duplicate-file-in-system,67.6%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
841,Strings,916,Word Subsets,Medium,https://leetcode.com/problems/word-subsets,55.9%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
842,Strings,1087,Brace Expansion,Medium,https://leetcode.com/problems/brace-expansion,66.8%,75.0%,Apple | DoorDash | Google | Stripe,4,Not Done,0,,,,No,
843,Strings,1079,Letter Tile Possibilities,Medium,https://leetcode.com/problems/letter-tile-possibilities,83.5%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
844,Strings,1347,Minimum Number of Steps to Make Two Strings Anagram,Medium,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram,82.5%,62.5%,Amazon | DoorDash | Google | Microsoft,4,Not Done,0,,,,No,
845,Strings,2337,Move Pieces to Obtain a String,Medium,https://leetcode.com/problems/move-pieces-to-obtain-a-string,56.7%,37.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
846,Strings,38,Count and Say,Medium,https://leetcode.com/problems/count-and-say,62.3%,50.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
847,Strings,1657,Determine if Two Strings Are Close,Medium,https://leetcode.com/problems/determine-if-two-strings-are-close,54.2%,25.0%,Amazon | Apple | Google | Microsoft,4,Not Done,0,,,,No,
848,Strings,1781,Sum of Beauty of All Substrings,Medium,https://leetcode.com/problems/sum-of-beauty-of-all-substrings,73.5%,37.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
849,Strings,2976,Minimum Cost to Convert String I,Medium,https://leetcode.com/problems/minimum-cost-to-convert-string-i,63.3%,62.5%,Amazon | Atlassian | Google | Microsoft,4,Not Done,0,,,,No,
850,Strings,1545,Find Kth Bit in Nth Binary String,Medium,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string,70.2%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
851,Strings,2914,Minimum Number of Changes to Make Binary String Beautiful,Medium,https://leetcode.com/problems/minimum-number-of-changes-to-make-binary-string-beautiful,76.4%,25.0%,Google | Meta | Microsoft | Uber,4,Not Done,0,,,,No,
852,Strings,2109,Adding Spaces to a String,Medium,https://leetcode.com/problems/adding-spaces-to-a-string,71.8%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
853,Strings,2559,Count Vowel Strings in Ranges,Medium,https://leetcode.com/problems/count-vowel-strings-in-ranges,67.8%,37.5%,Amazon | Atlassian | Google | Microsoft,4,Not Done,0,,,,No,
854,Strings,186,Reverse Words in a String II,Medium,https://leetcode.com/problems/reverse-words-in-a-string-ii,56.6%,62.5%,Amazon | Microsoft | ServiceNow | Uber,4,Not Done,0,,,,No,
855,Strings,249,Group Shifted Strings,Medium,https://leetcode.com/problems/group-shifted-strings,67.7%,62.5%,Google | Meta | Uber,3,Not Done,0,,,,No,
856,Strings,481,Magical String,Medium,https://leetcode.com/problems/magical-string,54.5%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
857,Strings,722,Remove Comments,Medium,https://leetcode.com/problems/remove-comments,40.0%,37.5%,Google | Microsoft | Uber,3,Not Done,0,,,,No,
858,Strings,1410,HTML Entity Parser,Medium,https://leetcode.com/problems/html-entity-parser,50.3%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
859,Strings,1647,Minimum Deletions to Make Character Frequencies Unique,Medium,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique,61.4%,37.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
860,Strings,1980,Find Unique Binary String,Medium,https://leetcode.com/problems/find-unique-binary-string,79.4%,12.5%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
861,Strings,2390,Removing Stars From a String,Medium,https://leetcode.com/problems/removing-stars-from-a-string,78.9%,37.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
862,Strings,2645,Minimum Additions to Make Valid String,Medium,https://leetcode.com/problems/minimum-additions-to-make-valid-string,51.0%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
863,Strings,2707,Extra Characters in a String,Medium,https://leetcode.com/problems/extra-characters-in-a-string,57.3%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
864,Strings,2405,Optimal Partition of String,Medium,https://leetcode.com/problems/optimal-partition-of-string,78.4%,37.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
865,Strings,3121,Count the Number of Special Characters II,Medium,https://leetcode.com/problems/count-the-number-of-special-characters-ii,43.2%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
866,Strings,3211,Generate Binary Strings Without Adjacent Zeros,Medium,https://leetcode.com/problems/generate-binary-strings-without-adjacent-zeros,88.2%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
867,Strings,856,Score of Parentheses,Medium,https://leetcode.com/problems/score-of-parentheses,63.6%,50.0%,Google | Meta | TikTok,3,Not Done,0,,,,No,
868,Strings,2516,Take K of Each Character From Left and Right,Medium,https://leetcode.com/problems/take-k-of-each-character-from-left-and-right,51.5%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
869,Strings,1202,Smallest String With Swaps,Medium,https://leetcode.com/problems/smallest-string-with-swaps,60.3%,37.5%,Google | Microsoft | Uber,3,Not Done,0,,,,No,
870,Strings,2381,Shifting Letters II,Medium,https://leetcode.com/problems/shifting-letters-ii,53.5%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
871,Strings,848,Shifting Letters,Medium,https://leetcode.com/problems/shifting-letters,46.1%,25.0%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
872,Strings,3227,Vowels Game in a String,Medium,https://leetcode.com/problems/vowels-game-in-a-string,77.1%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
873,Strings,890,Find and Replace Pattern,Medium,https://leetcode.com/problems/find-and-replace-pattern,77.0%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
874,Strings,161,One Edit Distance,Medium,https://leetcode.com/problems/one-edit-distance,34.5%,50.0%,Meta | Stripe | Uber,3,Not Done,0,,,,No,
875,Strings,385,Mini Parser,Medium,https://leetcode.com/problems/mini-parser,42.0%,75.0%,Airbnb | Amazon | Meta,3,Not Done,0,,,,No,
876,Strings,606,Construct String from Binary Tree,Medium,https://leetcode.com/problems/construct-string-from-binary-tree,70.6%,25.0%,Amazon | Meta | TikTok,3,Not Done,0,,,,No,
877,Strings,3071,Minimum Operations to Write the Letter Y on a Grid,Medium,https://leetcode.com/problems/minimum-operations-to-write-the-letter-y-on-a-grid,64.3%,62.5%,Amazon | TikTok | Uber,3,Not Done,0,,,,No,
878,Matrix,317,Shortest Distance from All Buildings,Hard,https://leetcode.com/problems/shortest-distance-from-all-buildings,44.8%,75.0%,Amazon | Apple | ByteDance | DoorDash | Google | Meta | Microsoft | TikTok,8,Not Done,0,,,,No,
879,Matrix,1293,Shortest Path in a Grid with Obstacles Elimination,Hard,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination,46.1%,62.5%,Amazon | Databricks | Google | Meta | TikTok | Uber,6,Not Done,0,,,,No,
880,Matrix,296,Best Meeting Point,Hard,https://leetcode.com/problems/best-meeting-point,61.4%,50.0%,Amazon | DoorDash | Google | LinkedIn | Meta | Microsoft,6,Not Done,0,,,,No,
881,Matrix,1368,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid,70.9%,37.5%,Amazon | DE Shaw | Google | Meta | Uber,5,Not Done,0,,,,No,
882,Matrix,363,Max Sum of Rectangle No Larger Than K,Hard,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k,45.3%,37.5%,Amazon | DE Shaw | Google,3,Not Done,0,,,,No,
883,Matrix,3459,Length of Longest V-Shaped Diagonal Segment,Hard,https://leetcode.com/problems/length-of-longest-v-shaped-diagonal-segment,56.3%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
884,Matrix,221,Maximal Square,Medium,https://leetcode.com/problems/maximal-square,50.0%,75.0%,Airbnb | Amazon | Apple | ByteDance | DE Shaw | Flipkart | Google | Meta | Microsoft | Nvidia | Salesforce | ServiceNow | TikTok,13,Not Done,0,,,,No,
885,Matrix,542,01 Matrix,Medium,https://leetcode.com/problems/01-matrix,53.3%,100.0%,Amazon | Apple | DoorDash | Flipkart | Google | Graviton | LinkedIn | Meta | Microsoft | TikTok | Uber,11,Not Done,0,,,,No,
886,Matrix,240,Search a 2D Matrix II,Medium,https://leetcode.com/problems/search-a-2d-matrix-ii,56.8%,62.5%,Amazon | Apple | ByteDance | Google | Meta | Microsoft | TikTok | Uber,8,Not Done,0,,,,No,
887,Matrix,885,Spiral Matrix III,Medium,https://leetcode.com/problems/spiral-matrix-iii,84.5%,25.0%,Amazon | Apple | Google | Meta | Microsoft | Uber,6,Not Done,0,,,,No,
888,Matrix,505,The Maze II,Medium,https://leetcode.com/problems/the-maze-ii,55.0%,50.0%,Amazon | Google | Meta | TikTok | Uber,5,Not Done,0,,,,No,
889,Matrix,1254,Number of Closed Islands,Medium,https://leetcode.com/problems/number-of-closed-islands,67.0%,37.5%,Amazon | DoorDash | Google | Meta | Microsoft,5,Not Done,0,,,,No,
890,Matrix,498,Diagonal Traverse,Medium,https://leetcode.com/problems/diagonal-traverse,67.0%,62.5%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
891,Matrix,304,Range Sum Query 2D - Immutable,Medium,https://leetcode.com/problems/range-sum-query-2d-immutable,57.8%,37.5%,Amazon | DoorDash | Google | Meta | Microsoft,5,Not Done,0,,,,No,
892,Matrix,723,Candy Crush,Medium,https://leetcode.com/problems/candy-crush,77.3%,62.5%,Google | Meta | Rubrik | TikTok | Uber,5,Not Done,0,,,,No,
893,Matrix,1975,Maximum Matrix Sum,Medium,https://leetcode.com/problems/maximum-matrix-sum,67.6%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
894,Matrix,756,Pyramid Transition Matrix,Medium,https://leetcode.com/problems/pyramid-transition-matrix,60.6%,75.0%,Airbnb | Amazon | Google,3,Not Done,0,,,,No,
895,Matrix,2326,Spiral Matrix IV,Medium,https://leetcode.com/problems/spiral-matrix-iv,82.3%,12.5%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
896,Matrix,1162,As Far from Land as Possible,Medium,https://leetcode.com/problems/as-far-from-land-as-possible,52.2%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
897,Design,2296,Design a Text Editor,Hard,https://leetcode.com/problems/design-a-text-editor,49.9%,50.0%,Amazon | Google | Meta | Microsoft | Rubrik | Salesforce | Uber,7,Not Done,0,,,,No,
898,Design,716,Max Stack,Hard,https://leetcode.com/problems/max-stack,45.9%,100.0%,Amazon | Google | LinkedIn | Meta | TikTok,5,Not Done,0,,,,No,
899,Design,631,Design Excel Sum Formula,Hard,https://leetcode.com/problems/design-excel-sum-formula,39.8%,87.5%,Airbnb | Amazon | Google | Microsoft | Rippling,5,Not Done,0,,,,No,
900,Design,710,Random Pick with Blacklist,Hard,https://leetcode.com/problems/random-pick-with-blacklist,34.6%,50.0%,Amazon | Google | Uber,3,Not Done,0,,,,No,
901,Design,1206,Design Skiplist,Hard,https://leetcode.com/problems/design-skiplist,59.1%,25.0%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
902,Design,715,Range Module,Hard,https://leetcode.com/problems/range-module,44.7%,50.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
903,Design,1146,Snapshot Array,Medium,https://leetcode.com/problems/snapshot-array,36.7%,75.0%,Amazon | Apple | Databricks | Google | Meta | Microsoft | MongoDB | Nvidia | Rubrik | TikTok,10,Not Done,0,,,,No,
904,Design,1166,Design File System,Medium,https://leetcode.com/problems/design-file-system,65.1%,75.0%,Airbnb | Amazon | Atlassian | Coinbase | DoorDash | Google | Meta | Microsoft | Uber,9,Not Done,0,,,,No,
905,Design,2502,Design Memory Allocator,Medium,https://leetcode.com/problems/design-memory-allocator,49.6%,62.5%,Amazon | Apple | ByteDance | Meta | Microsoft | Nvidia | Rubrik | TikTok | Uber,9,Not Done,0,,,,No,
906,Design,341,Flatten Nested List Iterator,Medium,https://leetcode.com/problems/flatten-nested-list-iterator,65.6%,50.0%,Airbnb | Amazon | Apple | DE Shaw | Google | LinkedIn | Meta | Microsoft,8,Not Done,0,,,,No,
907,Design,362,Design Hit Counter,Medium,https://leetcode.com/problems/design-hit-counter,69.6%,100.0%,Amazon | Apple | Atlassian | Databricks | Google | Meta | Microsoft | Uber,8,Not Done,0,,,,No,
908,Design,622,Design Circular Queue,Medium,https://leetcode.com/problems/design-circular-queue,54.0%,62.5%,Airbnb | Amazon | Apple | Coinbase | Google | Meta | Microsoft | Rubrik,8,Not Done,0,,,,No,
909,Design,353,Design Snake Game,Medium,https://leetcode.com/problems/design-snake-game,40.0%,87.5%,Amazon | Atlassian | Google | Meta | Microsoft | Salesforce | Uber,7,Not Done,0,,,,No,
910,Design,535,Encode and Decode TinyURL,Medium,https://leetcode.com/problems/encode-and-decode-tinyurl,86.6%,50.0%,Amazon | Apple | Google | Meta | Microsoft | Salesforce | Uber,7,Not Done,0,,,,No,
911,Design,2034,Stock Price Fluctuation,Medium,https://leetcode.com/problems/stock-price-fluctuation,48.9%,100.0%,Amazon | Atlassian | Google | LinkedIn | Meta | Microsoft | MongoDB,7,Not Done,0,,,,No,
912,Design,2043,Simple Bank System,Medium,https://leetcode.com/problems/simple-bank-system,69.8%,100.0%,Airbnb | Amazon | Coinbase | Google | Meta | Stripe | Uber,7,Not Done,0,,,,No,
913,Design,384,Shuffle an Array,Medium,https://leetcode.com/problems/shuffle-an-array,59.5%,62.5%,Amazon | Google | LinkedIn | Meta | Microsoft | Uber,6,Not Done,0,,,,No,
914,Design,1352,Product of the Last K Numbers,Medium,https://leetcode.com/problems/product-of-the-last-k-numbers,62.9%,50.0%,Amazon | Apple | ByteDance | Google | Meta | Microsoft,6,Not Done,0,,,,No,
915,Design,1472,Design Browser History,Medium,https://leetcode.com/problems/design-browser-history,78.2%,37.5%,Amazon | Apple | DoorDash | Google | Microsoft | Uber,6,Not Done,0,,,,No,
916,Design,707,Design Linked List,Medium,https://leetcode.com/problems/design-linked-list,29.8%,37.5%,Amazon | Apple | Google | Meta | Microsoft,5,Not Done,0,,,,No,
917,Design,1865,Finding Pairs With a Certain Sum,Medium,https://leetcode.com/problems/finding-pairs-with-a-certain-sum,61.6%,37.5%,Amazon | Databricks | Google | Meta | Microsoft,5,Not Done,0,,,,No,
918,Design,1244,Design A Leaderboard,Medium,https://leetcode.com/problems/design-a-leaderboard,68.1%,37.5%,Amazon | DE Shaw | Google | Microsoft | Uber,5,Not Done,0,,,,No,
919,Design,284,Peeking Iterator,Medium,https://leetcode.com/problems/peeking-iterator,61.2%,62.5%,Apple | Google | Meta | TikTok,4,Not Done,0,,,,No,
920,Design,2353,Design a Food Rating System,Medium,https://leetcode.com/problems/design-a-food-rating-system,52.9%,37.5%,Amazon | Atlassian | Google | Microsoft,4,Not Done,0,,,,No,
921,Design,3484,Design Spreadsheet,Medium,https://leetcode.com/problems/design-spreadsheet,74.3%,87.5%,Amazon | Google | Microsoft | Rippling,4,Not Done,0,,,,No,
922,Design,2622,Cache With Time Limit,Medium,https://leetcode.com/problems/cache-with-time-limit,76.0%,100.0%,Amazon | Google | Netflix | Uber,4,Not Done,0,,,,No,
923,Design,281,Zigzag Iterator,Medium,https://leetcode.com/problems/zigzag-iterator,66.5%,87.5%,Amazon | Coinbase | Google,3,Not Done,0,,,,No,
924,Design,900,RLE Iterator,Medium,https://leetcode.com/problems/rle-iterator,59.2%,62.5%,Databricks | Google | Meta,3,Not Done,0,,,,No,
925,Design,1845,Seat Reservation Manager,Medium,https://leetcode.com/problems/seat-reservation-manager,67.0%,12.5%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
926,Design,641,Design Circular Deque,Medium,https://leetcode.com/problems/design-circular-deque,64.4%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
927,Design,635,Design Log Storage System,Medium,https://leetcode.com/problems/design-log-storage-system,59.2%,25.0%,Amazon | Apple | Google,3,Not Done,0,,,,No,
928,Design,3408,Design Task Manager,Medium,https://leetcode.com/problems/design-task-manager,49.1%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
929,Design,1396,Design Underground System,Medium,https://leetcode.com/problems/design-underground-system,74.4%,50.0%,Amazon | Google | Rippling,3,Not Done,0,,,,No,
930,Design,1188,Design Bounded Blocking Queue,Medium,https://leetcode.com/problems/design-bounded-blocking-queue,73.6%,62.5%,LinkedIn | Microsoft | Rubrik,3,Not Done,0,,,,No,
931,Design,1797,Design Authentication Manager,Medium,https://leetcode.com/problems/design-authentication-manager,58.4%,50.0%,Atlassian | LinkedIn | Microsoft,3,Not Done,0,,,,No,
932,Sorting,768,Max Chunks To Make Sorted II,Hard,https://leetcode.com/problems/max-chunks-to-make-sorted-ii,54.7%,25.0%,Amazon | Apple | Google | Salesforce,4,Not Done,0,,,,No,
933,Sorting,3510,Minimum Pair Removal to Sort Array II,Hard,https://leetcode.com/problems/minimum-pair-removal-to-sort-array-ii,39.2%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
934,Sorting,179,Largest Number,Medium,https://leetcode.com/problems/largest-number,42.6%,87.5%,Amazon | Apple | Google | Graviton | Meta | Microsoft | Nvidia | ServiceNow | TikTok,9,Not Done,0,,,,No,
935,Sorting,274,H-Index,Medium,https://leetcode.com/problems/h-index,41.1%,37.5%,Amazon | Apple | Google | LinkedIn | Meta | Microsoft | Nvidia | TikTok | Uber,9,Not Done,0,,,,No,
936,Sorting,1574,Shortest Subarray to be Removed to Make Array Sorted,Medium,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted,51.3%,50.0%,Amazon | DE Shaw | Google | Meta | Microsoft | TikTok,6,Not Done,0,,,,No,
937,Sorting,581,Shortest Unsorted Continuous Subarray,Medium,https://leetcode.com/problems/shortest-unsorted-continuous-subarray,38.0%,37.5%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
938,Sorting,769,Max Chunks To Make Sorted,Medium,https://leetcode.com/problems/max-chunks-to-make-sorted,64.1%,25.0%,Amazon | Apple | Google | Meta | Microsoft,5,Not Done,0,,,,No,
939,Sorting,912,Sort an Array,Medium,https://leetcode.com/problems/sort-an-array,55.9%,50.0%,Amazon | Apple | Google | Meta | Microsoft,5,Not Done,0,,,,No,
940,Sorting,147,Insertion Sort List,Medium,https://leetcode.com/problems/insertion-sort-list,58.5%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
941,Sorting,324,Wiggle Sort II,Medium,https://leetcode.com/problems/wiggle-sort-ii,36.9%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
942,Sorting,1366,Rank Teams by Votes,Medium,https://leetcode.com/problems/rank-teams-by-votes,60.0%,100.0%,Amazon | Atlassian | Google | Microsoft,4,Not Done,0,,,,No,
943,Sorting,3011,Find if Array Can Be Sorted,Medium,https://leetcode.com/problems/find-if-array-can-be-sorted,66.5%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
944,Sorting,3446,Sort Matrix by Diagonals,Medium,https://leetcode.com/problems/sort-matrix-by-diagonals,84.7%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
945,Sorting,280,Wiggle Sort,Medium,https://leetcode.com/problems/wiggle-sort,68.4%,25.0%,Amazon | Google | TikTok,3,Not Done,0,,,,No,
946,Sorting,1424,Diagonal Traverse II,Medium,https://leetcode.com/problems/diagonal-traverse-ii,58.3%,50.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
947,Sorting,2007,Find Original Array From Doubled Array,Medium,https://leetcode.com/problems/find-original-array-from-doubled-array,40.7%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
948,Sorting,2785,Sort Vowels in a String,Medium,https://leetcode.com/problems/sort-vowels-in-a-string,83.4%,12.5%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
949,Sorting,1481,Least Number of Unique Integers after K Removals,Medium,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals,63.7%,25.0%,Amazon | Google | Salesforce,3,Not Done,0,,,,No,
950,Sorting,937,Reorder Data in Log Files,Medium,https://leetcode.com/problems/reorder-data-in-log-files,56.9%,37.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
951,Uncategorized,126,Word Ladder II,Hard,https://leetcode.com/problems/word-ladder-ii,27.5%,50.0%,Amazon | Apple | Google | LinkedIn | Meta | Microsoft | TikTok | Uber,8,Not Done,0,,,,No,
952,Uncategorized,773,Sliding Puzzle,Hard,https://leetcode.com/problems/sliding-puzzle,74.1%,75.0%,Airbnb | Amazon | Google | Meta | Microsoft | Nvidia | Uber,7,Not Done,0,,,,No,
953,Uncategorized,924,Minimize Malware Spread,Hard,https://leetcode.com/problems/minimize-malware-spread,42.9%,62.5%,Amazon | DoorDash | Google | Microsoft | Salesforce | TikTok | Uber,7,Not Done,0,,,,No,
954,Uncategorized,2561,Rearranging Fruits,Hard,https://leetcode.com/problems/rearranging-fruits,57.5%,37.5%,Amazon | Atlassian | Google | Meta | Microsoft | TikTok | Uber,7,Not Done,0,,,,No,
955,Uncategorized,465,Optimal Account Balancing,Hard,https://leetcode.com/problems/optimal-account-balancing,50.3%,62.5%,Amazon | Google | Microsoft | Rippling | Salesforce | Uber,6,Not Done,0,,,,No,
956,Uncategorized,679,24 Game,Hard,https://leetcode.com/problems/24-game,59.3%,37.5%,Google | Meta | Microsoft | TikTok | Uber,5,Not Done,0,,,,No,
957,Uncategorized,282,Expression Add Operators,Hard,https://leetcode.com/problems/expression-add-operators,42.8%,62.5%,Amazon | Google | LinkedIn | Meta | TikTok,5,Not Done,0,,,,No,
958,Uncategorized,493,Reverse Pairs,Hard,https://leetcode.com/problems/reverse-pairs,33.7%,50.0%,Amazon | Apple | Google | Meta | Microsoft,5,Not Done,0,,,,No,
959,Uncategorized,664,Strange Printer,Hard,https://leetcode.com/problems/strange-printer,60.9%,25.0%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
960,Uncategorized,843,Guess the Word,Hard,https://leetcode.com/problems/guess-the-word,36.9%,50.0%,Amazon | Apple | Google | Meta | Microsoft,5,Not Done,0,,,,No,
