S.No,DSA Topic,LeetCode ID,Title,Difficulty,URL,Acceptance %,Max Frequency %,Companies Asking,# Companies,Status,Attempts,Date Completed,Time Taken (mins),Confidence (1-5),Needs Revision,Notes
1,Arrays & Hashing,41,First Missing Positive,Hard,https://leetcode.com/problems/first-missing-positive,42.4%,75.0%,Amazon | Apple | Flipkart | Google | Meta | Microsoft | Netflix | Salesforce | ServiceNow | TikTok,10,Not Done,0,,,,No,
2,Arrays & Hashing,381,Insert Delete GetRandom O(1) - Duplicates allowed,Hard,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed,36.4%,62.5%,Amazon | Apple | Google | LinkedIn | Meta | Microsoft | TikTok | Uber,8,Not Done,0,,,,No,
3,Arrays & Hashing,220,Contains Duplicate III,Hard,https://leetcode.com/problems/contains-duplicate-iii,24.4%,87.5%,Airbnb | Amazon | Google | Meta | Microsoft | Netflix,6,Not Done,0,,,,No,
4,Arrays & Hashing,829,Consecutive Numbers Sum,Hard,https://leetcode.com/problems/consecutive-numbers-sum,42.6%,50.0%,Amazon | DE Shaw | Google | Microsoft | TikTok,5,Not Done,0,,,,No,
5,Arrays & Hashing,2035,Partition Array Into Two Arrays to Minimize Sum Difference,Hard,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference,23.0%,37.5%,Amazon | Google | Meta | Microsoft | Salesforce,5,Not Done,0,,,,No,
6,Arrays & Hashing,2444,Count Subarrays With Fixed Bounds,Hard,https://leetcode.com/problems/count-subarrays-with-fixed-bounds,69.3%,62.5%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
7,Arrays & Hashing,2163,Minimum Difference in Sums After Removal of Elements,Hard,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements,69.9%,37.5%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
8,Arrays & Hashing,321,Create Maximum Number,Hard,https://leetcode.com/problems/create-maximum-number,34.6%,62.5%,Amazon | Flipkart | Google | Microsoft,4,Not Done,0,,,,No,
9,Arrays & Hashing,1095,Find in Mountain Array,Hard,https://leetcode.com/problems/find-in-mountain-array,41.1%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
10,Arrays & Hashing,1948,Delete Duplicate Folders in System,Hard,https://leetcode.com/problems/delete-duplicate-folders-in-system,77.7%,50.0%,Amazon | Google | Microsoft | Nvidia,4,Not Done,0,,,,No,
11,Arrays & Hashing,2302,Count Subarrays With Score Less Than K,Hard,https://leetcode.com/problems/count-subarrays-with-score-less-than-k,62.3%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
12,Arrays & Hashing,995,Minimum Number of K Consecutive Bit Flips,Hard,https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips,62.2%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
13,Arrays & Hashing,1000,Minimum Cost to Merge Stones,Hard,https://leetcode.com/problems/minimum-cost-to-merge-stones,45.6%,50.0%,Amazon | DE Shaw | Google | Uber,4,Not Done,0,,,,No,
14,Arrays & Hashing,2577,Minimum Time to Visit a Cell In a Grid,Hard,https://leetcode.com/problems/minimum-time-to-visit-a-cell-in-a-grid,56.3%,62.5%,Amazon | Atlassian | Google | Microsoft,4,Not Done,0,,,,No,
15,Arrays & Hashing,2503,Maximum Number of Points From Grid Queries,Hard,https://leetcode.com/problems/maximum-number-of-points-from-grid-queries,59.3%,25.0%,Amazon | Google | Meta | Uber,4,Not Done,0,,,,No,
16,Arrays & Hashing,2858,Minimum Edge Reversals So Every Node Is Reachable,Hard,https://leetcode.com/problems/minimum-edge-reversals-so-every-node-is-reachable,57.2%,62.5%,Amazon | Google | Microsoft | Uber,4,Not Done,0,,,,No,
17,Arrays & Hashing,3445,Maximum Difference Between Even and Odd Frequency II,Hard,https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-ii,48.7%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
18,Arrays & Hashing,3480,Maximize Subarrays After Removing One Conflicting Pair,Hard,https://leetcode.com/problems/maximize-subarrays-after-removing-one-conflicting-pair,64.7%,50.0%,Amazon | Google | LinkedIn | Microsoft,4,Not Done,0,,,,No,
19,Arrays & Hashing,1928,Minimum Cost to Reach Destination in Time,Hard,https://leetcode.com/problems/minimum-cost-to-reach-destination-in-time,41.1%,37.5%,Amazon | Databricks | Google | Meta,4,Not Done,0,,,,No,
20,Arrays & Hashing,3640,Trionic Array II,Hard,https://leetcode.com/problems/trionic-array-ii,47.3%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
21,Arrays & Hashing,327,Count of Range Sum,Hard,https://leetcode.com/problems/count-of-range-sum,38.3%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
22,Arrays & Hashing,1074,Number of Submatrices That Sum to Target,Hard,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target,74.6%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
23,Arrays & Hashing,2009,Minimum Number of Operations to Make Array Continuous,Hard,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-continuous,52.1%,62.5%,Google | Microsoft | Uber,3,Not Done,0,,,,No,
24,Arrays & Hashing,2334,Subarray With Elements Greater Than Varying Threshold,Hard,https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold,45.2%,87.5%,Amazon | Google | TikTok,3,Not Done,0,,,,No,
25,Arrays & Hashing,2488,Count Subarrays With Median K,Hard,https://leetcode.com/problems/count-subarrays-with-median-k,47.6%,50.0%,Amazon | Google | Salesforce,3,Not Done,0,,,,No,
26,Arrays & Hashing,2945,Find Maximum Non-decreasing Array Length,Hard,https://leetcode.com/problems/find-maximum-non-decreasing-array-length,18.5%,25.0%,Amazon | Google | TikTok,3,Not Done,0,,,,No,
27,Arrays & Hashing,3229,Minimum Operations to Make Array Equal to Target,Hard,https://leetcode.com/problems/minimum-operations-to-make-array-equal-to-target,41.3%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
28,Arrays & Hashing,3139,Minimum Cost to Equalize Array,Hard,https://leetcode.com/problems/minimum-cost-to-equalize-array,18.7%,37.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
29,Arrays & Hashing,2338,Count the Number of Ideal Arrays,Hard,https://leetcode.com/problems/count-the-number-of-ideal-arrays,56.9%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
30,Arrays & Hashing,2081,Sum of k-Mirror Numbers,Hard,https://leetcode.com/problems/sum-of-k-mirror-numbers,63.7%,12.5%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
31,Arrays & Hashing,2106,Maximum Fruits Harvested After at Most K Steps,Hard,https://leetcode.com/problems/maximum-fruits-harvested-after-at-most-k-steps,61.0%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
32,Arrays & Hashing,3636,Threshold Majority Queries,Hard,https://leetcode.com/problems/threshold-majority-queries,21.7%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
33,Arrays & Hashing,805,Split Array With Same Average,Hard,https://leetcode.com/problems/split-array-with-same-average,26.8%,37.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
34,Arrays & Hashing,3651,Minimum Cost Path with Teleportations,Hard,https://leetcode.com/problems/minimum-cost-path-with-teleportations,45.8%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
35,Arrays & Hashing,801,Minimum Swaps To Make Sequences Increasing,Hard,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing,41.3%,25.0%,Amazon | Meta | Microsoft,3,Not Done,0,,,,No,
36,Arrays & Hashing,347,Top K Frequent Elements,Medium,https://leetcode.com/problems/top-k-frequent-elements,65.8%,87.5%,Amazon | Apple | Atlassian | ByteDance | DoorDash | Google | Meta | Microsoft | Netflix | Nvidia | Rippling | Salesforce | ServiceNow | TikTok | Uber,15,Not Done,0,,,,No,
37,Arrays & Hashing,380,Insert Delete GetRandom O(1),Medium,https://leetcode.com/problems/insert-delete-getrandom-o1,55.3%,75.0%,Amazon | Apple | ByteDance | DE Shaw | DoorDash | Google | LinkedIn | Meta | Microsoft | Nvidia | Palo Alto Networks | Rippling | Rubrik | TikTok | Uber,15,Not Done,0,,,,No,
38,Arrays & Hashing,49,Group Anagrams,Medium,https://leetcode.com/problems/group-anagrams,72.2%,75.0%,Amazon | Apple | Atlassian | DoorDash | Google | Meta | Microsoft | Nvidia | Palo Alto Networks | Salesforce | ServiceNow | TikTok | Uber,13,Not Done,0,,,,No,
39,Arrays & Hashing,560,Subarray Sum Equals K,Medium,https://leetcode.com/problems/subarray-sum-equals-k,46.8%,87.5%,Amazon | Apple | ByteDance | Flipkart | Google | LinkedIn | Meta | Microsoft | Nvidia | Palo Alto Networks | ServiceNow | TikTok | Uber,13,Not Done,0,,,,No,
40,Arrays & Hashing,18,4Sum,Medium,https://leetcode.com/problems/4sum,40.0%,62.5%,Amazon | Apple | DE Shaw | DoorDash | Google | LinkedIn | Meta | Microsoft | Nvidia | Rubrik | ServiceNow,11,Not Done,0,,,,No,
41,Arrays & Hashing,54,Spiral Matrix,Medium,https://leetcode.com/problems/spiral-matrix,56.1%,75.0%,Amazon | Apple | CrowdStrike | Databricks | Google | Meta | Microsoft | Nvidia | Salesforce | TikTok | Uber,11,Not Done,0,,,,No,
42,Arrays & Hashing,238,Product of Array Except Self,Medium,https://leetcode.com/problems/product-of-array-except-self,68.6%,75.0%,Amazon | Apple | Flipkart | Google | LinkedIn | Meta | Microsoft | Nvidia | Salesforce | TikTok | Uber,11,Not Done,0,,,,No,
43,Arrays & Hashing,287,Find the Duplicate Number,Medium,https://leetcode.com/problems/find-the-duplicate-number,64.0%,62.5%,Amazon | Apple | DE Shaw | Flipkart | Google | Meta | Microsoft | Nvidia | Salesforce | TikTok,10,Not Done,0,,,,No,
44,Arrays & Hashing,15,3Sum,Medium,https://leetcode.com/problems/3sum,38.6%,75.0%,Amazon | Apple | Flipkart | Google | Meta | Microsoft | Nvidia | Salesforce | TikTok | Uber,10,Not Done,0,,,,No,
45,Arrays & Hashing,134,Gas Station,Medium,https://leetcode.com/problems/gas-station,47.5%,75.0%,Amazon | Apple | Flipkart | Google | Meta | Microsoft | Salesforce | ServiceNow | TikTok,9,Not Done,0,,,,No,
46,Arrays & Hashing,48,Rotate Image,Medium,https://leetcode.com/problems/rotate-image,79.3%,75.0%,Amazon | Apple | Flipkart | Google | Meta | Microsoft | Nvidia | Uber,8,Not Done,0,,,,No,
47,Arrays & Hashing,713,Subarray Product Less Than K,Medium,https://leetcode.com/problems/subarray-product-less-than-k,53.9%,75.0%,Airbnb | Amazon | Apple | Google | Meta | Microsoft | Nvidia | Salesforce,8,Not Done,0,,,,No,
48,Arrays & Hashing,1197,Minimum Knight Moves,Medium,https://leetcode.com/problems/minimum-knight-moves,41.7%,37.5%,Amazon | Apple | Databricks | Google | LinkedIn | Meta | Microsoft | Nvidia,8,Not Done,0,,,,No,
49,Arrays & Hashing,36,Valid Sudoku,Medium,https://leetcode.com/problems/valid-sudoku,64.1%,75.0%,Amazon | Apple | Google | LinkedIn | Meta | Microsoft | TikTok | Uber,8,Not Done,0,,,,No,
50,Arrays & Hashing,73,Set Matrix Zeroes,Medium,https://leetcode.com/problems/set-matrix-zeroes,62.4%,62.5%,Amazon | Apple | Google | Meta | Microsoft | Nvidia | ServiceNow | Uber,8,Not Done,0,,,,No,
51,Arrays & Hashing,1570,Dot Product of Two Sparse Vectors,Medium,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,89.9%,87.5%,Amazon | Apple | Google | LinkedIn | Meta | Microsoft | Nvidia | TikTok,8,Not Done,0,,,,No,
52,Arrays & Hashing,1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,57.3%,87.5%,Amazon | Google | Meta | Microsoft | Nvidia | Salesforce | Uber,7,Not Done,0,,,,No,
53,Arrays & Hashing,962,Maximum Width Ramp,Medium,https://leetcode.com/problems/maximum-width-ramp,55.8%,37.5%,Amazon | DE Shaw | Google | Meta | Microsoft | TikTok | Uber,7,Not Done,0,,,,No,
54,Arrays & Hashing,1010,Pairs of Songs With Total Durations Divisible by 60,Medium,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60,53.4%,50.0%,Amazon | Apple | Atlassian | Google | Meta | Microsoft | TikTok,7,Not Done,0,,,,No,
55,Arrays & Hashing,2958,Length of Longest Subarray With at Most K Frequency,Medium,https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency,56.4%,37.5%,Amazon | Apple | Google | Meta | TikTok | Uber,6,Not Done,0,,,,No,
56,Arrays & Hashing,442,Find All Duplicates in an Array,Medium,https://leetcode.com/problems/find-all-duplicates-in-an-array,76.8%,37.5%,Amazon | Apple | Google | Meta | Microsoft | TikTok,6,Not Done,0,,,,No,
57,Arrays & Hashing,525,Contiguous Array,Medium,https://leetcode.com/problems/contiguous-array,50.8%,50.0%,Amazon | Google | Meta | Microsoft | TikTok | Uber,6,Not Done,0,,,,No,
58,Arrays & Hashing,532,K-diff Pairs in an Array,Medium,https://leetcode.com/problems/k-diff-pairs-in-an-array,45.6%,50.0%,Amazon | Apple | Google | Meta | Microsoft | Salesforce,6,Not Done,0,,,,No,
59,Arrays & Hashing,974,Subarray Sums Divisible by K,Medium,https://leetcode.com/problems/subarray-sums-divisible-by-k,56.0%,50.0%,Amazon | Google | Meta | Microsoft | TikTok | Uber,6,Not Done,0,,,,No,
60,Arrays & Hashing,2537,Count the Number of Good Subarrays,Medium,https://leetcode.com/problems/count-the-number-of-good-subarrays,65.9%,37.5%,Amazon | Google | Meta | Microsoft | TikTok | Uber,6,Not Done,0,,,,No,
61,Arrays & Hashing,797,All Paths From Source to Target,Medium,https://leetcode.com/problems/all-paths-from-source-to-target,83.5%,50.0%,Amazon | Apple | Google | Meta | Microsoft | Netflix,6,Not Done,0,,,,No,
62,Arrays & Hashing,59,Spiral Matrix II,Medium,https://leetcode.com/problems/spiral-matrix-ii,74.6%,37.5%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
63,Arrays & Hashing,289,Game of Life,Medium,https://leetcode.com/problems/game-of-life,72.3%,37.5%,Amazon | Google | Meta | Microsoft | Salesforce,5,Not Done,0,,,,No,
64,Arrays & Hashing,1039,Minimum Score Triangulation of Polygon,Medium,https://leetcode.com/problems/minimum-score-triangulation-of-polygon,67.4%,50.0%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
65,Arrays & Hashing,1679,Max Number of K-Sum Pairs,Medium,https://leetcode.com/problems/max-number-of-k-sum-pairs,56.9%,75.0%,Amazon | DE Shaw | Google | Meta | Microsoft,5,Not Done,0,,,,No,
66,Arrays & Hashing,1769,Minimum Number of Operations to Move All Balls to Each Box,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box,90.1%,37.5%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
67,Arrays & Hashing,2483,Minimum Penalty for a Shop,Medium,https://leetcode.com/problems/minimum-penalty-for-a-shop,71.2%,100.0%,Amazon | Google | Meta | Microsoft | Stripe,5,Not Done,0,,,,No,
68,Arrays & Hashing,2817,Minimum Absolute Difference Between Elements With Constraint,Medium,https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint,37.1%,37.5%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
69,Arrays & Hashing,2149,Rearrange Array Elements by Sign,Medium,https://leetcode.com/problems/rearrange-array-elements-by-sign,84.5%,50.0%,Amazon | Apple | Google | Meta | Microsoft,5,Not Done,0,,,,No,
70,Arrays & Hashing,229,Majority Element II,Medium,https://leetcode.com/problems/majority-element-ii,55.8%,50.0%,Amazon | Atlassian | Google | Meta | Microsoft,5,Not Done,0,,,,No,
71,Arrays & Hashing,334,Increasing Triplet Subsequence,Medium,https://leetcode.com/problems/increasing-triplet-subsequence,39.2%,37.5%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
72,Arrays & Hashing,2352,Equal Row and Column Pairs,Medium,https://leetcode.com/problems/equal-row-and-column-pairs,70.8%,75.0%,Amazon | DE Shaw | Google | Meta | Microsoft,5,Not Done,0,,,,No,
73,Arrays & Hashing,523,Continuous Subarray Sum,Medium,https://leetcode.com/problems/continuous-subarray-sum,31.2%,62.5%,Amazon | Apple | Google | Meta | Microsoft,5,Not Done,0,,,,No,
74,Arrays & Hashing,2762,Continuous Subarrays,Medium,https://leetcode.com/problems/continuous-subarrays,57.9%,37.5%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
75,Arrays & Hashing,1219,Path with Maximum Gold,Medium,https://leetcode.com/problems/path-with-maximum-gold,68.3%,37.5%,Amazon | Google | Meta | Microsoft | Salesforce,5,Not Done,0,,,,No,
76,Arrays & Hashing,1248,Count Number of Nice Subarrays,Medium,https://leetcode.com/problems/count-number-of-nice-subarrays,74.8%,37.5%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
77,Arrays & Hashing,2134,Minimum Swaps to Group All 1's Together II,Medium,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii,65.6%,50.0%,Amazon | ByteDance | Google | Microsoft | TikTok,5,Not Done,0,,,,No,
78,Arrays & Hashing,164,Maximum Gap,Medium,https://leetcode.com/problems/maximum-gap,51.4%,25.0%,Amazon | DoorDash | Google | Meta | Microsoft,5,Not Done,0,,,,No,
79,Arrays & Hashing,325,Maximum Size Subarray Sum Equals k,Medium,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k,50.8%,37.5%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
80,Arrays & Hashing,1760,Minimum Limit of Balls in a Bag,Medium,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag,66.6%,75.0%,Amazon | Flipkart | Google | Meta | Microsoft,5,Not Done,0,,,,No,
81,Arrays & Hashing,2270,Number of Ways to Split Array,Medium,https://leetcode.com/problems/number-of-ways-to-split-array,55.9%,37.5%,Amazon | Google | Meta | Microsoft | Nvidia,5,Not Done,0,,,,No,
82,Arrays & Hashing,2342,Max Sum of a Pair With Equal Sum of Digits,Medium,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits,66.0%,62.5%,Amazon | Google | Meta | Microsoft | Nvidia,5,Not Done,0,,,,No,
83,Arrays & Hashing,339,Nested List Weight Sum,Medium,https://leetcode.com/problems/nested-list-weight-sum,85.9%,87.5%,Amazon | Apple | Google | LinkedIn | Meta,5,Not Done,0,,,,No,
84,Arrays & Hashing,3191,Minimum Operations to Make Binary Array Elements Equal to One I,Medium,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i,80.4%,50.0%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
85,Arrays & Hashing,1262,Greatest Sum Divisible by Three,Medium,https://leetcode.com/problems/greatest-sum-divisible-by-three,57.1%,75.0%,Amazon | DE Shaw | Google | Meta | Microsoft,5,Not Done,0,,,,No,
86,Arrays & Hashing,930,Binary Subarrays With Sum,Medium,https://leetcode.com/problems/binary-subarrays-with-sum,68.2%,37.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
87,Arrays & Hashing,932,Beautiful Array,Medium,https://leetcode.com/problems/beautiful-array,68.6%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
88,Arrays & Hashing,2226,Maximum Candies Allocated to K Children,Medium,https://leetcode.com/problems/maximum-candies-allocated-to-k-children,49.9%,37.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
89,Arrays & Hashing,1726,Tuple with Same Product,Medium,https://leetcode.com/problems/tuple-with-same-product,70.1%,37.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
90,Arrays & Hashing,1493,Longest Subarray of 1's After Deleting One Element,Medium,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element,71.0%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
91,Arrays & Hashing,2348,Number of Zero-Filled Subarrays,Medium,https://leetcode.com/problems/number-of-zero-filled-subarrays,70.1%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
92,Arrays & Hashing,2058,Find the Minimum and Maximum Number of Nodes Between Critical Points,Medium,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points,69.4%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
93,Arrays & Hashing,2401,Longest Nice Subarray,Medium,https://leetcode.com/problems/longest-nice-subarray,64.8%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
94,Arrays & Hashing,945,Minimum Increment to Make Array Unique,Medium,https://leetcode.com/problems/minimum-increment-to-make-array-unique,60.6%,37.5%,Amazon | Google | Microsoft | TikTok,4,Not Done,0,,,,No,
95,Arrays & Hashing,1070,Product Sales Analysis III,Medium,https://leetcode.com/problems/product-sales-analysis-iii,45.6%,37.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
96,Arrays & Hashing,1164,Product Price at a Given Date,Medium,https://leetcode.com/problems/product-price-at-a-given-date,57.7%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
97,Arrays & Hashing,3152,Special Array II,Medium,https://leetcode.com/problems/special-array-ii,45.8%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
98,Arrays & Hashing,1497,Check If Array Pairs Are Divisible by k,Medium,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k,46.2%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
99,Arrays & Hashing,1045,Customers Who Bought All Products,Medium,https://leetcode.com/problems/customers-who-bought-all-products,63.7%,37.5%,Amazon | Apple | Google | Meta,4,Not Done,0,,,,No,
100,Arrays & Hashing,433,Minimum Genetic Mutation,Medium,https://leetcode.com/problems/minimum-genetic-mutation,56.4%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
101,Arrays & Hashing,1590,Make Sum Divisible by P,Medium,https://leetcode.com/problems/make-sum-divisible-by-p,42.6%,37.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
102,Arrays & Hashing,2501,Longest Square Streak in an Array,Medium,https://leetcode.com/problems/longest-square-streak-in-an-array,53.1%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
103,Arrays & Hashing,3097,Shortest Subarray With OR at Least K II,Medium,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii,50.2%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
104,Arrays & Hashing,364,Nested List Weight Sum II,Medium,https://leetcode.com/problems/nested-list-weight-sum-ii,66.7%,100.0%,Amazon | Google | LinkedIn | Meta,4,Not Done,0,,,,No,
105,Arrays & Hashing,3362,Zero Array Transformation III,Medium,https://leetcode.com/problems/zero-array-transformation-iii,54.9%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
106,Arrays & Hashing,1792,Maximum Average Pass Ratio,Medium,https://leetcode.com/problems/maximum-average-pass-ratio,74.1%,37.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
107,Arrays & Hashing,2221,Find Triangular Sum of an Array,Medium,https://leetcode.com/problems/find-triangular-sum-of-an-array,82.0%,50.0%,Amazon | DE Shaw | Google | Microsoft,4,Not Done,0,,,,No,
108,Arrays & Hashing,2658,Maximum Number of Fish in a Grid,Medium,https://leetcode.com/problems/maximum-number-of-fish-in-a-grid,70.5%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
109,Arrays & Hashing,2187,Minimum Time to Complete Trips,Medium,https://leetcode.com/problems/minimum-time-to-complete-trips,39.6%,50.0%,Amazon | Google | Meta | Uber,4,Not Done,0,,,,No,
110,Arrays & Hashing,1524,Number of Sub-arrays With Odd Sum,Medium,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum,55.8%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
111,Arrays & Hashing,1749,Maximum Absolute Sum of Any Subarray,Medium,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray,71.2%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
112,Arrays & Hashing,2594,Minimum Time to Repair Cars,Medium,https://leetcode.com/problems/minimum-time-to-repair-cars,59.6%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
113,Arrays & Hashing,3494,Find the Minimum Amount of Time to Brew Potions,Medium,https://leetcode.com/problems/find-the-minimum-amount-of-time-to-brew-potions,62.7%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
114,Arrays & Hashing,2799,Count Complete Subarrays in an Array,Medium,https://leetcode.com/problems/count-complete-subarrays-in-an-array,75.9%,62.5%,Amazon | Google | Meta | TikTok,4,Not Done,0,,,,No,
115,Arrays & Hashing,2962,Count Subarrays Where Max Element Appears at Least K Times,Medium,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times,62.4%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
116,Arrays & Hashing,2850,Minimum Moves to Spread Stones Over Grid,Medium,https://leetcode.com/problems/minimum-moves-to-spread-stones-over-grid,45.3%,37.5%,Amazon | Google | Microsoft | TikTok,4,Not Done,0,,,,No,
117,Arrays & Hashing,1695,Maximum Erasure Value,Medium,https://leetcode.com/problems/maximum-erasure-value,64.1%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
118,Arrays & Hashing,3650,Minimum Cost Path with Edge Reversals,Medium,https://leetcode.com/problems/minimum-cost-path-with-edge-reversals,61.8%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
119,Arrays & Hashing,2625,Flatten Deeply Nested Array,Medium,https://leetcode.com/problems/flatten-deeply-nested-array,65.5%,25.0%,Apple | Google | Meta | TikTok,4,Not Done,0,,,,No,
120,Arrays & Hashing,1315,Sum of Nodes with Even-Valued Grandparent,Medium,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent,85.9%,50.0%,Amazon | Meta | Microsoft | Salesforce,4,Not Done,0,,,,No,
121,Arrays & Hashing,2592,Maximize Greatness of an Array,Medium,https://leetcode.com/problems/maximize-greatness-of-an-array,61.2%,75.0%,Amazon | Microsoft | Nvidia | Salesforce,4,Not Done,0,,,,No,
122,Arrays & Hashing,454,4Sum II,Medium,https://leetcode.com/problems/4sum-ii,57.8%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
123,Arrays & Hashing,665,Non-decreasing Array,Medium,https://leetcode.com/problems/non-decreasing-array,25.4%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
124,Arrays & Hashing,1302,Deepest Leaves Sum,Medium,https://leetcode.com/problems/deepest-leaves-sum,86.5%,37.5%,Amazon | Google | TikTok,3,Not Done,0,,,,No,
125,Arrays & Hashing,1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,Medium,https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,65.5%,37.5%,Amazon | DE Shaw | Google,3,Not Done,0,,,,No,
126,Arrays & Hashing,1658,Minimum Operations to Reduce X to Zero,Medium,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,40.4%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
